Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8524947,2019-07-23 10:26:23,2019-02-03 03:16:01,36742820,5584908640,36742820,152,1923,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524947,SRX5327795,LIB10866782,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322524,SAMN10866782,simple,10116,Rattus norvegicus,Gastrocnemius_21Mo_fasted_141_3E5-1,,,,141,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,0C83B64898E03C47FAEEE495A137E686,2E950F9EDA4607484F63F5655A12D1B0
SRR8524946,2019-07-23 10:26:23,2019-02-03 03:08:08,31686230,4816306960,31686230,152,1644,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524946,SRX5327796,LIB10866783,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322525,SAMN10866783,simple,10116,Rattus norvegicus,Gastrocnemius_21Mo_fasted_148_3G5-1,,,,148,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,6CE4C2D566D2BF205CBF60894569265A,47D68B5310CC113DB50C7394D87C5266
SRR8524964,2019-07-23 10:26:23,2019-02-03 03:12:00,35113697,5337281944,35113697,152,1832,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524964,SRX5327778,LIB10866784,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322507,SAMN10866784,simple,10116,Rattus norvegicus,Gastrocnemius_21Mo_fasted_157_3B6-1,,,,157,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,614D0771B108EE6F06036914C390F151,E21A8A3DB298D0B19E9E9E76AED14D89
SRR8524965,2019-07-23 10:26:22,2019-02-03 03:13:52,37710462,5731990224,37710462,152,1951,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524965,SRX5327777,LIB10866785,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322506,SAMN10866785,simple,10116,Rattus norvegicus,Gastrocnemius_21Mo_fasted_160_3C6-1,,,,160,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,7C2A4CBDC530B56FC4BF7CE994DD44B7,200BFBC64201FE53BFF87AB7E7F321AE
SRR8524962,2019-07-23 10:26:23,2019-02-03 03:12:33,40100756,6095314912,40100756,152,2094,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524962,SRX5327780,LIB10866786,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322509,SAMN10866786,simple,10116,Rattus norvegicus,Gastrocnemius_24Mo_fasted_119_3D6-1,,,,119,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,ECC39975C76A7872F57744A13BF81D4B,133A00DBAAADEFBB09FA068F106F1089
SRR8524963,2019-07-23 10:26:23,2019-02-03 03:24:37,44050907,6695737864,44050907,152,2284,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524963,SRX5327779,LIB10866787,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322508,SAMN10866787,simple,10116,Rattus norvegicus,Gastrocnemius_24Mo_fasted_130_3E6-1,,,,130,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,C9569851B51453BDE2C5E9E0012A88E4,DCA0A74F953781D981DBE8A429D9184A
SRR8524968,2019-07-23 10:26:22,2019-02-03 03:14:36,38215634,5808776368,38215634,152,1979,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524968,SRX5327774,LIB10866788,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322503,SAMN10866788,simple,10116,Rattus norvegicus,Gastrocnemius_24Mo_fasted_133_3F6-1,,,,133,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,79E66AE56C82C5A8E5CA4F5A13D1EFE9,6C17D1749A59D7411E37BE571F79ED9E
SRR8524969,2019-07-23 10:26:22,2019-02-03 03:17:39,37652348,5723156896,37652348,152,1957,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524969,SRX5327773,LIB10866789,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322502,SAMN10866789,simple,10116,Rattus norvegicus,Gastrocnemius_24Mo_fasted_136_3G6-1,,,,136,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,64B65C9B65774E34D65841E4EAC3283A,1B9449F8FB5F45250968CFA5ABD7A87E
SRR8524966,2019-07-23 10:26:22,2019-02-03 03:19:35,51414315,7814975880,51414315,152,2685,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524966,SRX5327776,LIB10866790,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322504,SAMN10866790,simple,10116,Rattus norvegicus,Gastrocnemius_24Mo_fasted_137_3H6-1,,,,137,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,58FA4A11A7EAD19C6D97AF24C23CDC83,775449D82006436EDFB8AD5B9778ACFF
SRR8524967,2019-07-23 10:26:22,2019-02-03 03:15:40,41881835,6366038920,41881835,152,2226,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524967,SRX5327775,LIB10866791,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322505,SAMN10866791,simple,10116,Rattus norvegicus,Gastrocnemius_24Mo_fasted_146_3A7-1,,,,146,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,DB23CC80E59EA899B5E27C771ECAD24C,11E6E9F07B316897271FDECB5A9D0244
SRR8524960,2019-07-23 10:26:22,2019-02-03 03:15:53,41877454,6365373008,41877454,152,2192,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524960,SRX5327782,LIB10866792,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322511,SAMN10866792,simple,10116,Rattus norvegicus,Gastrocnemius_24Mo_fasted_147_3B7-1,,,,147,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,14AA0186EE791868A9D69B30F080B997,C987EB4CAA92481FD97F54DA391EA66A
SRR8524961,2019-07-23 10:26:22,2019-02-03 03:20:14,39584010,6016769520,39584010,152,2083,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524961,SRX5327781,LIB10866793,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322510,SAMN10866793,simple,10116,Rattus norvegicus,Gastrocnemius_24Mo_fasted_156_3C7-1,,,,156,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,6024C31D44BA7AE03233C07E276E0E1A,89603CCD1EABEC346E898F54ABCEF75B
SRR8524931,2019-07-23 10:26:23,2019-02-03 03:11:38,32918223,5003569896,32918223,152,1719,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524931,SRX5327811,LIB10866794,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322540,SAMN10866794,simple,10116,Rattus norvegicus,Gastrocnemius_27Mo_fasted_359_3F7-1,,,,359,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,74417D4050C0517A431EECE8D406F09F,6CCE6FC70615731166FE8425983ABECA
SRR8524930,2019-07-23 10:26:23,2019-02-03 03:09:48,35090326,5333729552,35090326,152,1830,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524930,SRX5327812,LIB10866795,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322541,SAMN10866795,simple,10116,Rattus norvegicus,Gastrocnemius_27Mo_fasted_360_3G7-1,,,,360,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,029D19368F773C82DE2292F47E48B7BA,3BF2A59E78C22C97386EECB7C06E4D55
SRR8524933,2019-07-23 10:26:23,2019-02-03 03:12:56,33170978,5041988656,33170978,152,1737,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524933,SRX5327809,LIB10866796,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322538,SAMN10866796,simple,10116,Rattus norvegicus,Gastrocnemius_27Mo_fasted_361_3H7-1,,,,361,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,E6550DC6547752493418DA583183696A,C92D39A30DE579AEEEB99C6DCE0C4C8B
SRR8524932,2019-07-23 10:26:23,2019-02-03 03:23:32,42587497,6473299544,42587497,152,2242,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524932,SRX5327810,LIB10866797,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322539,SAMN10866797,simple,10116,Rattus norvegicus,Gastrocnemius_27Mo_fasted_363_3B8-1,,,,363,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,E44577371F68CAB2D4C813048C91DBC9,0C5A53F057F17D12AA98CB9ABBE04270
SRR8524935,2019-07-23 10:26:23,2019-02-03 03:12:16,33703571,5122942792,33703571,152,1892,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524935,SRX5327807,LIB10866798,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322537,SAMN10866798,simple,10116,Rattus norvegicus,Gastrocnemius_27Mo_fasted_364_3C8-1,,,,364,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,107218B48D3342CC0299A98345A71401,FB8FFE02F2E203C2ED2E5883652D86F7
SRR8524934,2019-07-23 10:26:23,2019-02-03 03:27:46,38182746,5803777392,38182746,152,2001,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524934,SRX5327808,LIB10866799,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322536,SAMN10866799,simple,10116,Rattus norvegicus,Gastrocnemius_27Mo_fasted_365_3D8-1,,,,365,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,C774009E837A6324EC087D13B17E33C2,408289BD0B351FA920486AD7BA17E73B
SRR8524937,2019-07-23 10:26:23,2019-02-03 03:19:25,39174052,5954455904,39174052,152,2060,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524937,SRX5327805,LIB10866800,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322534,SAMN10866800,simple,10116,Rattus norvegicus,Gastrocnemius_27Mo_fasted_367_3F8-1,,,,367,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,C19B4D2154BAD0B1DCA882175C6F5741,43F089E1A977A49343D4FA755E8F568D
SRR8524936,2019-07-23 10:26:23,2019-02-03 03:16:47,42812823,6507549096,42812823,152,2264,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524936,SRX5327806,LIB10866801,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322535,SAMN10866801,simple,10116,Rattus norvegicus,Gastrocnemius_27Mo_fasted_368_3G8-1,,,,368,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,C57573CE90FE6F5D58A3446BEC7216A3,22998D7DD86A90823026566CD6108BDB
SRR8524929,2019-07-23 10:26:23,2019-02-03 03:09:24,29376413,4465214776,29376413,152,1554,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524929,SRX5327813,LIB10866802,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322542,SAMN10866802,simple,10116,Rattus norvegicus,Gastrocnemius_6Mo_fasted_294_3B1-1,,,,294,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,D006C356CC8A13C40D17FEB8AAA81402,F5EB6002A182B72086E4D9415670E19F
SRR8524928,2019-07-23 10:26:23,2019-02-03 03:18:25,37074690,5635352880,37074690,152,1946,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524928,SRX5327814,LIB10866803,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322543,SAMN10866803,simple,10116,Rattus norvegicus,Gastrocnemius_6Mo_fasted_295_3C1-1,,,,295,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,587CC8DE2688E69BF765BD0F2C999332,E26FF4B583CF655B201F8F9EDE3155EE
SRR8524972,2019-07-23 10:26:22,2019-02-03 03:17:29,38190295,5804924840,38190295,152,2005,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524972,SRX5327770,LIB10866804,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322499,SAMN10866804,simple,10116,Rattus norvegicus,Gastrocnemius_6Mo_fasted_296_3D1-1,,,,296,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,D3579938E6AA5EFC3DD5155636FB0798,F236D3FD365F712F672E108C246B596D
SRR8524973,2019-07-23 10:26:23,2019-02-03 03:13:46,36606261,5564151672,36606261,152,1930,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524973,SRX5327769,LIB10866805,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322498,SAMN10866805,simple,10116,Rattus norvegicus,Gastrocnemius_6Mo_fasted_297_3E1-1,,,,297,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,D5561C5496C0F51CECE35AA04A7BD6C5,2837FD88CFCA4654BB6DF78E217299F2
SRR8524974,2019-07-23 10:26:23,2019-02-03 03:13:05,38880623,5909854696,38880623,152,2060,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524974,SRX5327768,LIB10866806,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322497,SAMN10866806,simple,10116,Rattus norvegicus,Gastrocnemius_6Mo_fasted_298_3F1-1,,,,298,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,578A2C86A82F805C720BA751690FA59A,4BCD3BD62D68C605F0521B4CA4C318B2
SRR8524975,2019-07-23 10:26:23,2019-02-05 22:53:36,33712161,5124248472,33712161,152,2357,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524975,SRX5327767,LIB10866807,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322496,SAMN10866807,simple,10116,Rattus norvegicus,Gastrocnemius_6Mo_fasted_299_3G1-1,,,,299,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,BF93605B2126E09B42BCACFAC8139B87,D019D70777076250C8754710AD4BAABE
SRR8524970,2019-07-23 10:26:22,2019-02-03 03:12:15,37803652,5746155104,37803652,152,1997,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524970,SRX5327772,LIB10866812,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322501,SAMN10866812,simple,10116,Rattus norvegicus,Gastrocnemius_9Mo_fasted_280_3F2-1,,,,280,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,BC28B7D47AAC8A915B076074FEBACEF7,0466657BD4A37D732CE4DF8BB6254F6E
SRR8524971,2019-07-23 10:26:22,2019-02-03 03:10:46,34924861,5308578872,34924861,152,1831,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524971,SRX5327771,LIB10866813,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322500,SAMN10866813,simple,10116,Rattus norvegicus,Gastrocnemius_9Mo_fasted_281_3G2-1,,,,281,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,1920B4268DA340AE7001168614F5CD79,EDD3ED83A7BBAF9720A8028268D2488E
SRR8524949,2019-07-23 10:26:23,2019-02-05 21:59:04,30757616,4675157632,30757616,152,2242,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524949,SRX5327793,LIB10866814,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322522,SAMN10866814,simple,10116,Rattus norvegicus,Gastrocnemius_9Mo_fasted_282_3H2-1,,,,282,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,E749A7BCE3D31187500A772E340A1628,32C1DF0B3862F83269A839BDD73CA9F3
SRR8524948,2019-07-23 10:26:23,2019-02-03 03:17:05,35062471,5329495592,35062471,152,1843,,https://sra-download.ncbi.nlm.nih.gov/traces/sra76/SRR/008325/SRR8524948,SRX5327794,LIB10866815,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4322523,SAMN10866815,simple,10116,Rattus norvegicus,Gastrocnemius_9Mo_fasted_283_3A3-1,,,,283,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA843442,,public,695675A12EF67C406276F22A2F9DEDBF,1C3F034051554AB23A3B25CD977C0891
SRR8705745,2019-07-23 10:26:23,2019-03-10 08:40:02,26928541,4093138232,26928541,152,1449,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/008501/SRR8705745,SRX5501202,LIB11094443.2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470275,SAMN11094443,simple,10116,Rattus norvegicus,Kidney_18Mo_fasted_230_2E4-1,,,,230,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,879FE787830AEB8F45F54F3A123CAB0B,3D8F91CB8A30B3E4B69CF2F47B08F5A9
SRR8705746,2019-07-23 10:26:23,2019-03-10 08:47:41,49567625,7534279000,49567625,152,2667,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/008501/SRR8705746,SRX5501201,LIB11094444.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470274,SAMN11094444,simple,10116,Rattus norvegicus,Kidney_18Mo_fasted_231_2F4-1,,,,231,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,5D91DAC7B566C990A6AB19CBD39D23C3,0E28095EC429D291CE949232D3AA4FFA
SRR8705743,2019-07-23 10:26:23,2019-03-10 08:46:49,45185672,6868222144,45185672,152,2423,,https://sra-download.ncbi.nlm.nih.gov/traces/sra2/SRR/008501/SRR8705743,SRX5501204,LIB11094444.2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470274,SAMN11094444,simple,10116,Rattus norvegicus,Kidney_18Mo_fasted_231_2F4-1,,,,231,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,B690D28717A5C6AD206F31AABD8DA00C,89386CC69DF0AA58B067B4166C53C91A
SRR8705744,2019-07-23 10:26:23,2019-03-10 08:56:31,68611511,10428949672,68611511,152,3736,,https://sra-download.ncbi.nlm.nih.gov/traces/sra73/SRR/008501/SRR8705744,SRX5501203,LIB11094445.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470271,SAMN11094445,simple,10116,Rattus norvegicus,Kidney_18Mo_fasted_232_2G4-1,,,,232,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,080F804DD5102E1CE2EC2D9C04E3CC26,BED22A8FB68065ED065DD0F366725920
SRR8705749,2019-07-23 10:26:24,2019-03-10 08:40:53,34131228,5187946656,34131228,152,1838,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/008501/SRR8705749,SRX5501198,LIB11094445.2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470271,SAMN11094445,simple,10116,Rattus norvegicus,Kidney_18Mo_fasted_232_2G4-1,,,,232,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,9D17C06F621BA916C720FD9218CDC6D0,3ABC3FAA136DF054B00F5D2E7098DC74
SRR8705750,2019-07-23 10:26:23,2019-03-10 08:36:11,18079586,2748097072,18079586,152,969,,https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/008501/SRR8705750,SRX5501197,LIB11094446.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470270,SAMN11094446,simple,10116,Rattus norvegicus,Kidney_18Mo_fasted_233_2H4-1,,,,233,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,502769B0147931770FB5D0EDA6F26A30,E5F7AE20CD7D3C6DB30274A01581AB16
SRR8705751,2019-07-23 10:26:23,2019-03-10 08:44:46,44415171,6751105992,44415171,152,2392,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/008501/SRR8705751,SRX5501196,LIB11094463.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470269,SAMN11094463,simple,10116,Rattus norvegicus,Kidney_24Mo_fasted_156_2C7-1,,,,156,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,89FD7762506E01EE80BF56F92978E770,EBCF0090374D840D9A581438A6AFFE82
SRR8705752,2019-07-23 10:26:23,2019-03-10 08:41:37,42405428,6445625056,42405428,152,2298,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/008501/SRR8705752,SRX5501195,LIB11094464.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470268,SAMN11094464,simple,10116,Rattus norvegicus,Kidney_27Mo_fasted_359_2D7-1,,,,359,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,F54C9DB1A50FEBDF1A1A1F06F1268569,C0867368B57B054E73C936342300D38F
SRR8705753,2019-07-23 10:26:23,2019-03-10 08:41:59,43838525,6663455800,43838525,152,2401,,https://sra-download.ncbi.nlm.nih.gov/traces/sra42/SRR/008501/SRR8705753,SRX5501194,LIB11094466.2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470267,SAMN11094466,simple,10116,Rattus norvegicus,Kidney_27Mo_fasted_361_2F7-1,,,,361,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,EB128C04D10407978209182DCE52CFF3,467A67E10BE84B9FEA3E1653B5B38C2B
SRR8705747,2019-07-23 10:26:23,2019-03-10 08:31:45,6938974,1054724048,6938974,152,371,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/008501/SRR8705747,SRX5501200,LIB11094467.1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP181051,PRJNA516151,,516151,SRS4470273,SAMN11094467,simple,10116,Rattus norvegicus,Kidney_27Mo_fasted_363_2H7-1,,,,363,male,,no,,,,,NOVARTIS INSTITUTES FOR BIOMEDICAL RESEARCH,SRA858157,,public,0ACD800A1E91FE7CD4A0C2895E95C5E7,5346AC647FD5B47476EAE95450A1FEB1
